Date,Product,Unit,Max Price,Min Price,Avg Price
२०२५-१०-०७,गोलभेडा ठूलो(भारतीय),केजी,८०.००,७०.००,७५.००
२०२५-१०-०७,गोलभेडा सानो(लोकल),के.जी.,२२.००,१४.००,१८.८०
२०२५-१०-०७,गोलभेडा सानो(टनेल),के जी,३५.००,२२.००,२८.४०
२०२५-१०-०७,आलु रातो,के.जी.,५२.००,५०.००,५१.२०
२०२५-१०-०७,आलु रातो(भारतीय),के जी,३३.००,३०.००,३१.६०
२०२५-१०-०७,आलु रातो(मुडे),केजी,४६.००,४४.००,४५.२०
२०२५-१०-०७,आलु सेतो,के.जी.,४०.००,३८.००,३९.००
२०२५-१०-०७,प्याज सुकेको (भारतीय),के.जी.,३७.००,३५.००,३६.००
२०२५-१०-०७,गाजर(लोकल),के.जी.,११०.००,१००.००,१०६.००
२०२५-१०-०७,गाजर(तराई),केजी,१००.००,९०.००,९६.००
२०२५-१०-०७,बन्दा(लोकल),के.जी.,९०.००,८०.००,८६.००
२०२५-१०-०७,काउली स्थानिय,के.जी.,८०.००,७०.००,७५.००
२०२५-१०-०७,मूला रातो,के.जी.,८०.००,७०.००,७६.२५
२०२५-१०-०७,मूला सेतो(लोकल),के.जी.,९०.००,८०.००,८३.७५
२०२५-१०-०७,सेतो मूला(हाइब्रीड),केजी,१००.००,९०.००,९५.००
२०२५-१०-०७,भन्टा लाम्चो,के.जी.,३५.००,२५.००,३०.००
२०२५-१०-०७,भन्टा डल्लो,के.जी.,४५.००,३५.००,४०.००
२०२५-१०-०७,बोडी(तने),के.जी.,९०.००,८०.००,८५.००
२०२५-१०-०७,मकै बोडी,केजी,७०.००,६०.००,६६.००
२०२५-१०-०७,मटरकोशा,के.जी.,२५०.००,२००.००,२२०.००
२०२५-१०-०७,घिउ सिमी(लोकल),के.जी.,१००.००,९०.००,९५.००
२०२५-१०-०७,घिउ सिमी(हाइब्रीड),केजी,९०.००,८०.००,८५.००
२०२५-१०-०७,घिउ सिमी(राजमा),केजी,२४०.००,२२०.००,२३०.००
२०२५-१०-०७,टाटे सिमी,के.जी.,७०.००,६०.००,६५.००
२०२५-१०-०७,भटमासकोशा,के.जी.,८०.००,७०.००,७६.००
२०२५-१०-०७,तितो करेला,के.जी.,६५.००,५५.००,५९.००
२०२५-१०-०७,लौका,के.जी.,६५.००,५५.००,५८.००
२०२५-१०-०७,परवर(लोकल),के.जी.,८०.००,७०.००,७५.००
२०२५-१०-०७,परवर(तराई),केजी,८०.००,७०.००,७५.००
२०२५-१०-०७,चिचिण्डो,के.जी.,४०.००,३०.००,३६.६०
२०२५-१०-०७,घिरौला,के.जी.,५५.००,४५.००,५०.००
२०२५-१०-०७,झिगूनी,के.जी.,१००.००,९०.००,९५.००
२०२५-१०-०७,फर्सी पाकेको,के.जी.,७०.००,६०.००,६५.००
२०२५-१०-०७,फर्सी हरियो(लाम्चो),के.जी.,७०.००,६०.००,६५.००
२०२५-१०-०७,हरियो फर्सी(डल्लो),केजी,७०.००,६०.००,६३.००
२०२५-१०-०७,सलगम,के.जी.,९०.००,८०.००,८५.००
२०२५-१०-०७,भिण्डी,के.जी.,१००.००,९०.००,९६.००
२०२५-१०-०७,सखरखण्ड,के.जी.,१००.००,९०.००,९५.००
२०२५-१०-०७,बरेला,के.जी.,९०.००,८०.००,८५.००
२०२५-१०-०७,पिंडालू,के.जी.,८०.००,७०.००,७५.००
२०२५-१०-०७,स्कूस,के.जी.,३०.००,२०.००,२५.००
२०२५-१०-०७,रायो साग,के.जी.,१२०.००,१००.००,११४.००
२०२५-१०-०७,पालूगो साग,के.जी.,१२०.००,१००.००,१०६.००
२०२५-१०-०७,चमसूरको साग,के.जी.,१५०.००,१३०.००,१४०.००
२०२५-१०-०७,तोरीको साग,के.जी.,८५.००,७०.००,७८.००
२०२५-१०-०७,प्याज हरियो,के.जी.,१००.००,८०.००,९२.००
२०२५-१०-०७,च्याउ(कन्य),के.जी.,१९०.००,१७०.००,१८०.००
२०२५-१०-०७,च्याउ(डल्ले),के जी,३६०.००,३१०.००,३२६.००
२०२५-१०-०७,कुरीलो,के.जी.,४००.००,३५०.००,३७५.००
२०२५-१०-०७,न्यूरो,के.जी.,८०.००,७०.००,७५.००
२०२५-१०-०७,ब्रोकाउली,के.जी.,१५०.००,१३०.००,१४४.००
२०२५-१०-०७,चुकुन्दर,के.जी.,७०.००,६०.००,६५.००
२०२५-१०-०७,रातो बन्दा,के.जी.,२००.००,१५०.००,१८२.००
२०२५-१०-०७,जिरीको साग,के.जी.,२००.००,१८०.००,१९०.००
२०२५-१०-०७,सेलरी,के.जी.,३५०.००,३००.००,३१८.००
२०२५-१०-०७,पार्सले,के.जी.,१०००.००,८००.००,९००.००
२०२५-१०-०७,सौफको साग,के.जी.,१४०.००,१२०.००,१३०.००
२०२५-१०-०७,पुदीना,के.जी.,७००.००,६००.००,६६०.००
२०२५-१०-०७,गान्टे मूला,के.जी.,७०.००,६०.००,६५.००
२०२५-१०-०७,इमली,के.जी.,१८०.००,१७०.००,१७५.००
२०२५-१०-०७,तामा,के.जी.,१२०.००,१००.००,११०.००
२०२५-१०-०७,तोफु,के.जी.,१४०.००,१३०.००,१३५.००
२०२५-१०-०७,गुन्दुक,के.जी.,३००.००,२५०.००,२७५.००
२०२५-१०-०७,स्याउ(झोले),के.जी.,२५०.००,२००.००,२२६.००
२०२५-१०-०७,स्याउ(फूजी),के जी,३००.००,२६०.००,२८८.००
२०२५-१०-०७,केरा,दर्जन,१४५.००,१३५.००,१४०.००
